model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains,total_score,tfidf_mean_similarity,tfidf_max_similarity,jaccard_similarity,semantic_density,match_count,matched_keywords,has_numerical_values,extracted_numerical_value,scoring_method
gpt-4o-mini,2-36,Offshore,101,20,Environmental,"The construction, O&M, and eventual decommissioning of an up to 2.2 GW wind energy facility on the OCS offshore Maryland would occur within the range of the design parameters outlined in the COP (US Wind 2024), subject to applicable mitigation measures.",Offshore wind energy facility construction and operation in the OCS offshore Maryland,2.2,GW,COP (US Wind 2024),environmental impact assessment; habitat protection,0.11911697849645077,0.007783144559788635,0.14864488087426303,0.041666666666666664,0.6307692307692307,62,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); impact assessment; design; cable; number of turbines per row (partial); power line id (partial); turbine position y (partial); wind zone (partial),True,2.2 GW,comprehensive_scientific
gpt-4o-mini,"Vol. 89, No. 204",Offshore,13,35,Safety,The area within 500 meters of the center point of the positions provided in the table below is an individual safety zone.,"Empire Wind 1 Wind Farm Project Area, Outer Continental Shelf, Offshore New York and New Jersey, Atlantic Ocean.",500,meters,33 CFR § 147.T01–0704,navigational safety; marine safety,0.1191104743821965,0.010335438014182715,0.19004871117589542,0.04980842911877394,0.48,60,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); zone; farm power output (partial); torpedo testing area (partial); outer continental shelf name (partial); number of turbines per row (partial); power line id (partial),True,500 meters,comprehensive_scientific
deepseek-chat,NOW-2023-001,Offshore,265,32,Spatial,Wind farms must maintain a minimum distance of 1 nautical mile from shipping lanes.,All U.S. offshore wind lease areas,1,nautical mile,U.S. Coast Guard Navigation Rules,maritime safety; zoning,0.11909081095773358,0.007505739302482348,0.2073707412803857,0.027450980392156862,0.4838709677419355,65,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); farm power output (partial); min depth (partial); torpedo testing area (partial); current time (partial); down time (partial); min kilovolt (partial),True,1 nautical mile,comprehensive_scientific
deepseek-chat,NS-OWF-2023-0042,Offshore,382,10,Environmental,All wind farm developments must maintain a minimum 500m buffer zone around known marine protected areas,North Sea Exclusive Economic Zone,500,meters,OSPAR Convention Annex V,environmental; spatial,0.11904740289287094,0.0066414921303969855,0.20654078204046908,0.04,0.4642857142857143,46,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); zone; farm power output (partial); min depth (partial); torpedo testing area (partial); min kilovolt (partial); wind zone (partial),True,500 meters,comprehensive_scientific
gemini-1.5-pro,,Offshore,30,37,Jurisdictional,The jack-up barge and its associated emission units are included in the potential emissions calculations for the WDA facility at all times when within 25 miles of the WDA facility and are subject to the permit’s recordkeeping and NNSR offset requirements.,Jack-up barges within 25 miles of the WDA facility,25.0,miles,EPA permit,emissions; air quality; reporting,0.11903515378760506,0.000958513293412951,0.2386698100598248,0.01858736059479554,0.43333333333333335,27,outer continental shelf a (partial); cut in wind speed (partial); current time (partial); down time (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); time; distance to substation (partial); gulf of mexico fishery management council (partial),True,25.0 miles,comprehensive_scientific
deepseek-chat,NSWEA-2023-001,Offshore,140,39,Environmental,Wind turbines must maintain a minimum distance of 1 km from identified marine protected areas.,North Sea Exclusive Economic Zone (EEZ),1,km,North Sea Wind Energy Authority (NSWEA),Environmental protection; Siting restrictions,0.11890679311369583,0.007575655062024348,0.17717177029628697,0.048,0.53125,71,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); zone; turbine status (partial); min depth (partial),True,1 km,comprehensive_scientific
gpt-4o-mini,3,Offshore,18,34,Jurisdictional,The Lessee must notify the Lessor in writing via report to BOEM within 72 hours of its discovery.,Project area,72.0,hours,Outer Continental Shelf Lands Act (30 CFR § 585.802(b)),cultural resource management; archaeological preservation,0.11883439476050352,0.006553282837572021,0.22850082125477522,0.038314176245210725,0.4,42,outer continental shelf a (partial); cut in wind speed (partial); caribbean fishery management council (partial); torpedo testing area (partial); outer continental shelf name (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial),True,72.0 hours,comprehensive_scientific
claude-3-haiku-20240307,,Offshore,109,5,Spatial,The water depth at the exit must be greater than 1 – 1.5 m (2 – 5 ft) for the Deep Hole (Indian River Bay) location.,Deep Hole (Indian River Bay) location,1,m,Table in the document,Technical,0.11882064282700651,0.0020024188212605524,0.19747070598543112,0.023622047244094488,0.5405405405405406,20,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); min depth (partial); turbine position y (partial); wind speed at 10m (partial); water bodies (partial); wind speed at 50m (partial); max depth (partial); avg depth (partial),True,1 m,comprehensive_scientific
deepseek-chat,NSW-2023-001,Offshore,362,32,Environmental,Turbine foundations must avoid coral reefs within a 500-meter buffer zone.,North Sea Exclusive Economic Zone,500,meters,North Sea Marine Protection Authority (NSMPA),Marine ecosystems; Construction,0.11877672202255798,0.005579118166404196,0.1942250669763316,0.0321285140562249,0.5185185185185185,39,sea depth (partial); cooling system (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); foundation; zone; turbine status (partial),True,500 meters,comprehensive_scientific
gpt-4o-mini,2.23.4,Offshore,73,26,Safety,The Lessee must ensure the proper installation and commissioning of the critical safety systems.,Installation and commissioning of critical safety systems for WTGs and OSS.,5,percent,,safety systems; installation procedures,0.11875005738308006,0.00273501489601478,0.24433737571665573,0.012096774193548387,0.41935483870967744,22,cooling system (partial); outer continental shelf a (partial); cut in wind speed (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); installation; distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial),True,5 percent,comprehensive_scientific
gpt-4o-mini,,Offshore,22,40,Technical,LOA Holder must submit a Passive Acoustic Monitoring Plan (PAM Plan) to NMFS Office of Protected Resources for review and approval at least 180 days prior to the planned start of foundation installation activities (impact pile driving) and abide by the Plan if approved.,Foundation installation activities (impact pile driving),180.0,days,NMFS Office of Protected Resources,environmental impact assessment; marine mammal protection,0.11869831840492738,0.0042845179692521124,0.17982461336965552,0.04905660377358491,0.532258064516129,45,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); foundation; impact assessment; number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial); installation,True,180.0 days,comprehensive_scientific
gemini-1.5-pro,,Offshore,8,34,Spatial,"The 7 km (22,966 ft) exclusion zone must be monitored from two locations.",Pile driving activities,7.0,km,,marine mammal protection; sea turtle protection; pile driving operations,0.11863892780129737,0.0026031609838780183,0.22797104733798987,0.023809523809523808,0.4444444444444444,24,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); zone; number of turbines per row (partial); wind zone (partial); wind speed at 10m (partial); danger zone (partial); distance to substation (partial); distance to population center (partial),True,7.0 km,comprehensive_scientific
deepseek-chat,NOW-2023-001,Offshore,837,20,Spatial,No construction within 15 nautical miles of designated marine protected areas,U.S. Exclusive Economic Zone,15,nautical miles,National Oceanic and Atmospheric Administration (NOAA) Marine Sanctuary Regulations,Biodiversity; Project siting,0.11862379454754883,0.0031304480001704536,0.19782754939340325,0.031496062992125984,0.5172413793103449,45,outer continental shelf a (partial); regulation; cut in wind speed (partial); zone; design; min depth (partial); torpedo testing area (partial); min kilovolt (partial); number of turbines per row (partial); turbine position y (partial),True,15 nautical miles,comprehensive_scientific
deepseek-chat,NSOWDR-2023-0042,Offshore,352,23,Spatial,Turbines must maintain a minimum spacing of 5 times the rotor diameter between adjacent units,Wind farm arrays,5,rotor diameters,DNV-ST-0145,energy yield; wake effects,0.11859913385614848,0.007349004242198018,0.19496072472744472,0.035856573705179286,0.5,65,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); farm power output (partial); turbine status (partial); min depth (partial); current time (partial); down time (partial),True,5 rotor diameters,comprehensive_scientific
deepseek-chat,NSOW-2023-0042,Offshore,351,23,Spatial,Turbines must maintain a minimum spacing of 5 times the rotor diameter between adjacent units,Wind farm arrays,5,rotor diameters,DNVGL-ST-0437,energy yield; wake effects,0.11859913385614848,0.007349004242198018,0.19496072472744472,0.035856573705179286,0.5,65,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); farm power output (partial); turbine status (partial); min depth (partial); current time (partial); down time (partial),True,5 rotor diameters,comprehensive_scientific
