row_index,document_id,model_name,constraint_type,scope,numerical_value,unit,requirement,exact_match,pages_found,matching_text_snippets
3120,26,gemini-1.5-pro,Technical,Offshore wind farm construction (Monopile and Jacket foundation installation),48,hours,"If technical or other issues prevent submission within 48 hours, the Lessee must notify NMFS-OPR and NMFS-GARFO-PRD within that 48-hour period with the reasons for delay and provide an anticipated schedule for submission of the report.",False,,
3139,26,gemini-1.5-pro,Technical,Post-installation reporting,60,days,The Lessee must submit the report within 60 days of completion of all WTG and cable installations.,False,,
3159,26,gemini-1.5-pro,Environmental,Offshore wind farm project area,90,days,"No later than 90 days after COP approval, the Lessee must make a request to both the BSEE Tribal Liaison Officer and the Eastern Seaboard Tribal Liaison at tribalengagement@bsee.gov to coordinate with federally recognized Tribal Nations with geographic, cultural, or ancestral ties to the project area.",False,,
3160,26,deepseek-chat,Technical,All offshore wind structures in U.S. waters,1,year return period,Wind turbine foundations must withstand a 1-year storm event without structural failure.,False,,
3161,26,gpt-4o-mini,Safety,Vessel transits to and from the Project area,500,meters,"Alternative monitoring technology (e.g., night vision, thermal cameras, etc.) must be available and utilized by the lookout to ensure effective watch at night and in any other low visibility conditions.",True,106,"Page 106: "".../seaturtlesightings.org/ prior to each trip and report any observations of sea turtles in the vicinity of the planned transit to all vessel operators/captains and lookouts on duty that day. 5.8.9.3 alternative monitoring technology (e.g., night vision, thermal cameras, etc.) must be available and utilized by the lookout to ensure effective watch at night and in any other low visibility conditions. if the trained lookout is a vessel crew member, this must be their designated role and primary responsibility while the vessel is transiting. vessel transits to and from the project area that requir..."""
3165,26,gpt-4o-mini,Safety,All PATONs.,14,days,Immediately report discrepancies in the status of all PATONs to the local USCG Sector Command Center.,False,,
3172,26,gpt-4o-mini,Environmental,"Marine environment, offshore operations",24,hours,All lost gear must also be reported to NMFS GARFO-PRD and BSEE within 24 hours of the documented time when gear is discovered to be missing or lost.,False,,
3178,26,gemini-1.5-pro,Environmental,Impact pile-driving for monopile foundations,5250,m,"Maintain a clearance zone of 5,250 m for other large whales during impact pile-driving for monopiles.",False,,
3179,26,gemini-1.5-pro,Environmental,Impact pile-driving for monopile foundations,2900,m,"Maintain a shutdown zone of 2,900 m for other large whales during impact pile-driving for monopiles.",False,,
3180,26,claude-3-haiku-20240307,Safety,Offshore wind farm construction activities,4,Hours,"PSOs and PAM operators must be on watch for no more than a maximum of 4 consecutive hours, followed by a break of at least 2 hours between watches.",False,,
3185,26,deepseek-chat,Environmental,North Atlantic offshore wind zones,500,meters,All offshore wind turbines must maintain a minimum clearance of 500 meters from known marine mammal migratory paths.,False,,
3190,26,gemini-1.5-pro,Environmental,PSO and PAM operator monitoring teams,12,hour,The PSO and PAM operator monitoring teams for all activities must also monitor these systems no less frequently than every 12 hours.,True,107,"Page 107: ""...ational awareness system, whalealert, uscg vhf channel 16, and the right whale sighting advisory system (rwsas) for the presence of narws once every 4 -hour shift during project- related activities. the pso and pam operator monitoring teams for all activities must also monitor these systems no less frequently than every 12 hours. if a vessel operator is alerted to a narw detection within the project area, the operator must immediately convey this information to the pso and pam teams. 5.8.10.2 the lessee’s staff or contractor..."""
3219,26,deepseek-chat,Technical,Fixed-bottom offshore wind turbines in the North Atlantic,1-in-50-year,event recurrence,Wind turbine foundations must withstand a 1-in-50-year extreme wave height event.,False,,
3225,26,gpt-4o-mini,Technical,Boulder relocation activities,0.5,m,The plan(s) must include multibeam backscatter data and boulder (greater than or equal to 0.5 m in diameter) data layers to inform the siting of boulders and areas for relocation.,True,94,"Page 94: ""...ide for relocation of boulders as closely as practicable to the original location, in areas of soft bottom that are immediately adjacent to existing similar habitat from which the boulder originated. the plan(s) must include multibeam backscatter data and boulder (greater than or equal to 0.5 m in diameter) data layers to inform the siting of boulders and areas for relocation. 13 sensitive benthic habitats include complex habitat, benthic features, and bathymetric features . complex habitat is defined as coarse unconsolidated mineral substrates (i.e., substrates containi..."""
3248,26,deepseek-chat,Technical,All offshore wind structures in U.S. waters,100,years,Wind turbine foundations must withstand a 100-year storm event.,False,,
3256,26,gemini-1.5-pro,Safety,Vessel operation during offshore wind farm activities,500,meters,Engines must not be engaged until the whale has moved outside of the vessel’s path and beyond 500 m.,True,105,"Page 105: ""...d. vessels may also s hift to idle if feasible. 5.8.7 if a large whale is sighted within 200 m of the forward path of a vessel, the vessel operator must reduce speed and shift the engine to neutral. engines must not be engaged until the whale has moved outside of the vessel’s path and beyond 500 m. if stationary, the vessel must not engage engines until the large whale has moved beyond 500 m. 5.8.8 vessel strike avoidance of sea turtles. if a sea turtle or manta ray is sighted at any distance..."""
3257,26,gpt-4o-mini,Safety,Operational phase,200,meters,"If a large whale is sighted within 200 m of the forward path of a vessel, the vessel operator must reduce speed and shift the engine to neutral.",True,105,"Page 105: ""...operator must steer a course away from the whale at 10 knots (18.5 km/hr) or less until the 500 m minimum separation distance has been established. vessels may also s hift to idle if feasible. 5.8.7 if a large whale is sighted within 200 m of the forward path of a vessel, the vessel operator must reduce speed and shift the engine to neutral. engines must not be engaged until the whale has moved outside of the vessel’s path and beyond 500 m. if stationary, the vessel must not engage engines until the large whale has moved beyond 500 m. 5..."""
3259,26,gpt-4o-mini,Safety,Lease Area’s Primary SMS submission timeline,30,days,The Lessee must submit its Lease Area’s Primary SMS to BSEE within 30 days of COP approval.,False,,
3260,26,gemini-1.5-pro,Technical,Offshore wind farm construction and operation,80,percent,PSOs or any PAM operators serving as PSOs must have completed a commercial PSO training program for the Atlantic with an overall examination score of 80 percent or greater.,False,,
3265,26,gemini-1.5-pro,Environmental,Marine mammal interactions,8667556622,,"In the case of a marine mammal interaction, the Lessee must contact the Marine Mammal Stranding Hotline immediately at 866-755-6622 and report the incident to NMFS-OPR, and, for ESA-listed marine mammals, NMFS GARFO-PRD.",False,,
3272,26,deepseek-chat,Technical,Offshore electrical substations in North Sea,1000,year return period,"Substation foundations must withstand a 1,000-year return period storm event",False,,
3274,26,gemini-1.5-pro,Technical,"Offshore wind farm, PAM System Placement",90,days,The Lessee must submit as-placed PAM system plats to BSEE within 90 days of placement.,False,,
3299,26,gemini-1.5-pro,Environmental,Lease Area,180,days,"The Lessee may request temporary withholding of the public release (i.e., the placement into the NCEI public data archive) of raw acoustic data collected within the Lease Area for up to 180 days after collection of that data.",True,111,"Page 111: ""...an estimate of the necessary amount of the financial contribution. boem will also invite the lessee to contribute to discussions about the scientific approach of the poweron initiative via the rwsc. the lessee may request temporary withholding of the public release (i.e., the placement into the ncei public data archive) of raw acoustic data collected within the lease area for up to 180 days after collection of that data. during this temporary hold, boem may elect to provide the lessee may with a copy of the raw pam data collected under this option after the don has cleared the data for national security concerns . 5..."""
