model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gemini-1.5-pro,,Offshore,1,15,Environmental,"Before the U.S. Department of the Interior, BOEM will approve the siting of a facility proposed for a renewable energy project on the Atlantic Outer Continental Shelf (OCS), a lessee must submit the results of its site characterization surveys to BOEM with its Site Assessment Plan (SAP), Construction and Operations Plan (COP), or General Activities Plan (GAP).",Atlantic Outer Continental Shelf (OCS),,,30 CFR Part 585 Subpart F,environmental impact assessment; benthic habitat surveys
gemini-1.5-pro,,Offshore,29,3,Technical,A Certification and Verification Authority (CVA) must be used to review and certify the FDR and the Fabrication and Installation Report (FIR).,"Facility design, Fabrication and Installation Report",,,30 CFR 585.705,certification; verification; design review; installation report
gemini-1.5-pro,4.2.1,Offshore,28,3,Technical,"The Facility Design Report (FDR) must provide specific details of the design of any facilities, including cables and pipelines that are identified in the Construction and Operations Plan (COP).",Cable/Pipeline design and planning on the Outer Continental Shelf (OCS),,,30 CFR 585.701 (a) (4),design documentation; reporting requirements; cable design; pipeline design
gemini-1.5-pro,,Offshore,11,15,Technical,Ensure line spacing and display range are appropriate for the water depth and data obtained are of such quality as to permit detection and evaluation of seafloor objects and features 0.5m – 1m in diameter within the survey area.,Baseline survey,,,,data quality; object detection
gemini-1.5-pro,4.2.1,Offshore,28,3,Technical,Every effort must be taken to ensure that all cables and pipelines are constructed in a manner that minimizes deviations from the approved plan under the lease or grant.,Cable/Pipeline construction on the Outer Continental Shelf (OCS),,,30 CFR 585.658,cable installation; pipeline installation; construction management; compliance
gemini-1.5-pro,7,Offshore,13,15,Environmental,"NMFS-designated essential fish habitat (EFH) for eggs, larvae, juveniles, adults, and spawning adults must be identified within the action area.",Benthic habitat surveys,,,NMFS,essential fish habitat; environmental impact assessment
gemini-1.5-pro,4.2.1,Offshore,28,3,Spatial,"A Right of Way (ROW) grant includes the full length of the corridor on which a cable, pipeline or associated facility is located. It is 200 feet (61 meters) in width, centered on the cable or pipeline, unless safety and environmental factors during construction and maintenance of the associated cable or pipeline require a greater width and is limited to the area reasonably necessary.",Cable/Pipeline corridor on the Outer Continental Shelf (OCS),200.0,feet,30 CFR 585.301,cable installation; pipeline installation; right-of-way; spatial planning
gemini-1.5-pro,,Offshore,2,16,Technical,A Construction and Operations Plan (COP) must be submitted six months prior to the completion of your site assessment term.,Outer Continental Shelf (OCS) renewable energy activities on a commercial lease,6.0,months,30 CFR 585.601,planning; permitting
gemini-1.5-pro,,Offshore,4,16,Technical,Detailed information and certifications (as specified under 30 CFR 585.627) must be submitted to assist BOEM in complying with its NEPA obligations and other relevant laws.,COP submittal,,,30 CFR 585.627,environmental impact assessment; permitting; reporting
gemini-1.5-pro,6-8,Offshore,195,39,Environmental,US Wind must monitor indirect effects associated with charter and recreational fishing gear lost from expected increases in fishing around WTG foundations by surveying at least 10 of the WTGs located closest to shore in the US Wind Lease Area annually.,US Wind Lease Area,10.0,,BOEM COP approval,marine debris; fishing gear loss; environmental monitoring
gemini-1.5-pro,,Offshore,12,16,Technical,"Your shallow hazards survey results and supporting data should provide information sufficient to determine the presence of surface and shallow subsurface geological features and conditions and their likely effects on your proposed construction, operations, and facilities including, but not limited to: (i) Shallow faults; (ii) Gas seeps or shallow gas; (iii) Mobile sediments, slumps or slides, potentially unstable slopes, creep, karst topography; (iv) Gas hydrates; (v) Surface live bottoms (in particular, rock exposed at the surface and not overlain with sediment veneer), buried channels, and scour features; (vi) Ice scour of seabed sediments; and (vii) Cables, artificial reefs, buoys, debris, and other man-made objects.",Shallow hazards survey,,,30 CFR 585.626,geology; hazards; site investigation
gemini-1.5-pro,,Offshore,17,16,Technical,"For all construction and operations activities you propose to conduct under your COP, you must provide the information listed under the “Project Information” column in table 1 pursuant to 30 CFR 585.626(b).",Construction and Operations,,,30 CFR 585.626(b),project information; permitting
gemini-1.5-pro,,Unspecified,85,37,Environmental,NNSR offsets are required to be obtained from sources within the same nonattainment area or may be obtained from another area if two criteria are met.,NNSR offsets,,,"310 CMR 7.00, Appendix A(6)(b)",emissions; air quality
gemini-1.5-pro,53,Unspecified,84,37,Environmental,Offsets obtained from ceased operations must be documented by the Commonwealth of Massachusetts to ensure CAA compliance and prevent double counting.,Offsets from Ceased Operations,,,Clean Air Act (CAA),air quality; emissions trading; facility decommissioning
gemini-1.5-pro,585.508 and 585.509,Offshore,92,1,Jurisdictional,"For each ROW grant BOEM approves under subpart D of this part, you must pay annual rent of $5 per acre to ONRR as provided in 30 CFR 1218.51 and as determined by § 585.301(a), but in no case less than $450, for use of the grant, unless specified otherwise in the grant.",ROW grant,5.0,$/acre/year,"30 CFR 585.508(a), 30 CFR 1218.51, 30 CFR 585.301(a)",leasing; rent; ROW grant
gemini-1.5-pro,,Offshore,12,34,Environmental,Subsequent restart of the pile driving equipment may only occur following clearance of the exclusion zone of any marine mammal or sea turtle for at least 60 minutes.,Pile driving activities during construction,60.0,minutes,,marine mammal protection; sea turtle protection; environmental impact mitigation
gemini-1.5-pro,,Offshore,10,34,Environmental,The Lessee must ensure that pile driving operations do not begin until the PSO has reported the exclusion zone clear of all marine mammals and sea turtles for at least 60 minutes.,Offshore wind farm construction (pile driving),60.0,minutes,,marine mammal protection; protected species protection; construction
gemini-1.5-pro,page 41 of 98,Offshore,70,1,Jurisdictional,"If there is a change in the designated operator, you must provide written notice to BOEM and identify the new designated operator within 72 hours on a form approved by BOEM.",Lease or grant administration,72.0,hours,30 CFR 585.405(e),operator change; notification requirements
gemini-1.5-pro,,Offshore,10,34,Environmental,"The Lessee must ensure that visual monitoring of the exclusion zone begins no less than 60 minutes prior to the start of any pile driving operations and continues for at least 60 minutes after pile driving operations cease, unless sighting conditions do not allow observation of the sea surface (e.g., fog, rain, darkness).",Offshore wind farm construction (pile driving),60.0,minutes,1.8.2 and 1.8.3,marine mammal observation; protected species observation; monitoring
gemini-1.5-pro,585.409 - 585.410,Offshore,72,1,Jurisdictional,You must request approval of each assignment on a form approved by BOEM and submit originals of each instrument that creates or transfers ownership of record title or certified copies thereof within 90 days after the last party executes the transfer agreement.,Lease or grant assignment,90.0,days,30 CFR 585.409(a),lease assignment; ownership transfer
gemini-1.5-pro,,Offshore,10,34,Jurisdictional,The Lessee must obtain the Lessor and NMFS’s approval for any new exclusion zone before it may be implemented.,Offshore wind farm construction (pile driving),,,Section 1.9.7,permitting; environmental law
gemini-1.5-pro,,Offshore,10,34,Environmental,The new exclusion zone must minimize the risk of PTS for the most sensitive species in the project area.,Offshore wind farm construction (pile driving),,,,noise pollution; marine mammal protection; impact assessment
gemini-1.5-pro,,Offshore,10,34,Environmental,Any new exclusion zone radius must be based on the average SEL measurement (SEL 50) obtained from field verification.,Offshore wind farm construction (pile driving),50.0,,,noise pollution; marine mammal protection; monitoring
